Knowledge ID	Chinese Question	English Question	Chinese Answer	English Answer	Chinese Explanation	English Explanation	Category	Subcategory	Era	Region	Difficulty	Source	Source Date	Fact Checked	Tags
soc-health-021	中国基本医疗服务主要由哪些层级共同提供？	Which levels jointly provide basic health services in China?	医院、基层社区卫生机构和农村卫生机构。	Hospitals, community-level health facilities, and rural health institutions.	大城市大型医院资源较集中，基层医疗能力和地区差异是改革重点。	Large hospitals are concentrated in major cities, while primary-care capacity and regional disparities are reform priorities.	society	healthcare	contemporary	china	foundation	NBS_YEARBOOK_2025;WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::classification
soc-health-022	医保覆盖扩大为什么重要？	Why is expansion of health-insurance coverage important?	它减少看病费用完全由家庭承担的风险。	It reduces the risk that households must bear all medical costs themselves.	覆盖并不等于所有费用全额报销，待遇仍因地区、项目和医院层级而不同。	Coverage does not mean every cost is fully reimbursed; benefits vary by locality, service, and hospital level.	society	healthcare	contemporary	china	intermediate	WB_CHINA_OVERVIEW;NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::significance
soc-housing-023	住房为什么在中国家庭财富中占重要位置？	Why does housing occupy an important place in Chinese household wealth?	城市住房价格高，购房常吸收家庭多代人的储蓄。	Urban housing is expensive, and purchases often absorb savings from more than one generation.	住房还与婚姻、学区、城市身份和投资预期相联系。	Housing is also linked to marriage, school districts, urban status, and investment expectations.	society	housing	contemporary	urban_china	foundation	WB_URBAN;WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::cause
soc-housing-024	商品房改革如何改变城市生活？	How did commercial housing reform change urban life?	住房从主要由单位分配转向更多由市场购买和租赁。	Housing shifted from mainly work-unit allocation toward more market purchase and rental.	改革扩大住房建设和家庭资产，也带来房价、按揭和土地财政问题。	The reform expanded housing construction and household assets while creating issues around prices, mortgages, and land finance.	society	housing	reform_era	urban_china	intermediate	WB_URBAN	2026-08-06	2026-08-06	qtype::comparison
soc-workunit-025	计划经济时期“单位”除了提供工作还常提供什么？	Besides employment, what did the work unit often provide during the planned-economy era?	住房、福利、医疗和日常行政管理。	Housing, welfare, health care, and everyday administration.	市场改革后单位的全面社会功能减弱，服务更多转向市场、社区和社会保障制度。	With market reform, the work unit's comprehensive social role declined and services shifted toward markets, communities, and social insurance.	society	work_and_welfare	prc	urban_china	intermediate	LOC_CHINA_STUDY	2026-08-06	2026-08-06	qtype::significance
soc-work-026	“996”这个说法通常指什么工作安排？	What work schedule is commonly meant by “996”?	早9点到晚9点、每周工作6天。	Working from 9 a.m. to 9 p.m., 6 days a week.	这个词常用于批评部分科技和互联网公司的超长工时，并不代表所有中国工作场所。	The term is commonly used to criticize very long hours in parts of tech and internet business and does not describe all Chinese workplaces.	society	work_culture	contemporary	urban_china	foundation	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::qualification
soc-payments-027	移动支付为什么在中国特别普及？	Why did mobile payments become especially widespread in China?	智能手机、二维码、平台生态和线下商户快速采用相互推动。	Smartphones, QR codes, platform ecosystems, and rapid merchant adoption reinforced one another.	支付应用同时连接转账、购物、交通和生活服务。	Payment apps also connect transfers, shopping, transport, and everyday services.	society	digital_life	contemporary	china	foundation	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::cause
soc-ecommerce-028	电商如何改变偏远地区的消费和销售？	How has e-commerce changed consumption and selling in remote areas?	它扩大商品选择，也让地方产品进入更广市场。	It broadens product choice and lets local products reach wider markets.	效果依赖物流、数字技能和平台规则，因此不同地区受益程度不同。	The impact depends on logistics, digital skills, and platform rules, so benefits vary among regions.	society	digital_life	contemporary	rural_china	intermediate	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::significance
soc-socialmedia-029	中国社交媒体生态为什么与许多西方国家不同？	Why does China's social-media ecosystem differ from that of many Western countries?	本土平台占主导，并在不同监管和内容制度下运行。	Domestic platforms dominate and operate under a different regulatory and content system.	微信、微博、短视频和内容社区各有功能，平台边界也常相互重叠。	Messaging, microblogging, short-video, and content-community platforms have different functions that often overlap.	society	digital_life	contemporary	china	foundation	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::cause
soc-digitaldivide-030	什么是中国社会中的“数字鸿沟”？	What is the digital divide in Chinese society?	不同年龄、收入和地区人群在设备、网络和数字技能上的差异。	Differences in devices, connectivity, and digital skills across age, income, and region.	当支付、医疗和政务服务上网后，缺乏数字能力的人可能更难获得服务。	As payments, health care, and public services move online, people lacking digital access or skills may face new barriers.	society	digital_life	contemporary	china	intermediate	NBS_YEARBOOK_2025	2026-08-06	2026-08-06	qtype::significance
soc-inequality-031	中国城乡收入差距为何长期存在？	Why has the urban–rural income gap persisted in China?	产业机会、教育、公共服务、土地制度和户口条件不同。	Industrial opportunities, education, public services, land institutions, and hukou conditions differ.	迁移和农村发展缩小部分差距，但资产和服务不平等仍然明显。	Migration and rural development have narrowed some gaps, while inequality in assets and services remains significant.	society	inequality	contemporary	china	intermediate	WB_URBAN;WB_CHINA_OVERVIEW	2026-08-06	2026-08-06	qtype::cause
soc-regional-032	区域教育差异通常表现在哪些方面？	How do regional education differences commonly appear?	学校经费、教师质量、课程机会和升学竞争条件不同。	School funding, teacher quality, course opportunities, and conditions for admissions competition differ.	中央转移支付和专项计划试图改善均衡，但人口流动又带来新的配置压力。	Central transfers and targeted programs seek greater equality, while migration creates new allocation pressures.	society	inequality	contemporary	china	intermediate	OECD_EDUCATION;MOE_COMPULSORY	2026-08-06	2026-08-06	qtype::classification
